time,device_id,login,channel,country,player,game
2015-01-01 13:44:29,94ec4f4673d92866fbdd97eaa506b58ddb0fff67,e9e2bc16fb8352413051554aa2b9ef56bc6896ce,estelle,DE,android,Dota 2
2015-01-01 23:00:56,880b8f6424426bebf2e279f6afa6fd9b72f1baf1,b983a26d6664edc7edf6f2e0cfefc0ac1e62eec8,george,CA,,DayZ
2015-01-01 22:18:50,6fb443d70928c716772c6153c220ca2051853fdd,f75496980bc1b3357ce775275600ca8ae640c046,frank,,,League of Legends
2015-01-01 12:07:44,512ae573c9f93a6314ebe6a17a0b55776121498d,fb372d383c8104c2feddd1b28036a1c9aa1daa8e,kramer,US,ipad_t,Counter-Strike: Global Offensive
2015-01-01 00:32:37,d81138bcb41d8d29702cfe501757bc0ce5ceebc8,12d6f2b2e49c6b981c36fb982844ff619c8a8337,frank,FI,,League of Legends
2015-01-01 12:57:05,2b6d001202c628e5ce3ddc7a04d65dd67ecba686,6e9fccc9a4a39e73f4d944dd9f42d318d89ffa17,estelle,ID,,Dota 2
2015-01-01 13:03:11,248e13e07000d918ae3ad4a3eb771c913209638e,c09f80837fbb546c6a3449f805e94de6972acd5a,kramer,RO,android,Counter-Strike: Global Offensive
2015-01-01 19:43:29,2d2f10a79b9794d3cbb466bdbff638e966d92ecc,a62c5a520138ad02c44c10c03a7ddbb5ba9b83de,newman,PR,,The Binding of Isaac: Rebirth
2015-01-01 04:12:15,f0f6169da0903be14766a228c5ba9898e9ba66a0,467b507d093953526f5021b60d88d3fc739d4c59,frank,US,,League of Legends
2015-01-01 03:04:49,4a75c068f1fb565c72067b9e697504e9e2677543,3247d14519c64449f405ae562afd524f417b4a5f,elaine,TW,,Devil May Cry 4: Special Edition
2015-01-01 21:31:21,6fbdda3812c9bdecb5f0cdd1540606afc52b93a1,15ad81e361a88b80a02dee0c651b2c090e854e98,george,US,iphone_t,DayZ
2015-01-01 15:06:56,da1d126999198eb7dae224c2895450dfc79dcae2,770b4cf8dcc1813791e869534aba8c62d6424d6c,helen,BE,,Hearthstone: Heroes of Warcraft
2015-01-01 06:26:14,dcffedc3f5a46a895d70d70d5c9c9abfdcb7c33d,8464a5359d8df9d6636355b391b8748d856bc61b,elaine,TW,,Gaming Talk Shows
2015-01-01 15:12:14,f47b21e71c4fd9f521162c9688162a7a50225be5,0cbbbc277a68a4da59abe67bf56e5a5fe7cf4564,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 10:49:01,71e66a0cc47fdf3e7b937f2c18b7d5ba8480302d,aedae5c6d0032d4016fa1b56005529658f5a8bf7,morty,US,,Heroes of the Storm
2015-01-01 13:17:07,c5c2bc9f863223489a5c1f52f54f52cd871a7766,f825ceca54a620168d19e008fb2f0e3af26e74d2,estelle,TR,,Dota 2
2015-01-01 04:24:36,0126f5168e582c44cde372ae4df1fd5b5936e1bb,2fab49656ce32f4b8397b440723b19ce06d33533,frank,US,ipad_t,League of Legends
2015-01-01 04:00:23,43ddb7989899de6da74c145662c4a4eaf1c30448,1c7864611868cfd01a9ea739249fd87e86091525,frank,US,,League of Legends
2015-01-01 12:30:52,0e60ec85177ab9e04f6a8ffbcd5a5d765c39ed65,c93dd7928b84ebc55369e119d7b848da7cc23857,estelle,IN,iphone_t,Dota 2
2015-01-01 12:37:08,2fa7b28a0ec2b72d243895d9f6c1f3a072e4935e,08eb5a413e93ad1c252a7aa89ace7a5ef3b040d6,kramer,US,iphone_t,Counter-Strike: Global Offensive
2015-01-01 17:08:34,2e1ec947e7388dda7e2838d5409e13ffd1b44255,7286fec5225eec0b8fb037b02adf0c3c51866c87,susan,RU,,World of Tanks
2015-01-01 19:44:00,ff99707aacf01501fb1fd5c752acda10d6d70061,c68a03feb6e7619ddfc96935d9710981adb93c94,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 18:09:58,106cf4f83028e356b84cbf2382c311742c0dc066,8597181cfbdb7a9b6fc4fc189bd12d4ec7b55be5,newman,US,iphone_t,The Binding of Isaac: Rebirth
2015-01-01 04:14:08,a928488ab64be42365d44de650cd99a2b2595d4f,920cbab27997b8104b1e6eb23d69184fd7d90523,frank,AU,,League of Legends
2015-01-01 22:43:08,73122860ebc54df15744b15c2b9bc849b46e2ff5,3de40d1d50e5aa96f96acb92412d0bfe7bc65a41,frank,US,,League of Legends
2015-01-01 04:06:54,2b1cfe6b4de7e660bf56d15864a6d92dd1303c08,fac725e6059b5ed5f2291cc74f62895ae8d41526,frank,FR,,League of Legends
2015-01-01 03:28:45,7a162b0cfd6dc1ba019cd1811a1482ada6685607,172f480fbebe4bdb2df80fe17dc85af5d430ea0b,frank,HU,,League of Legends
2015-01-01 10:35:01,a9225c9e2fc61720407a0448b0e333549ac1ffc5,2812d3e57c2415edff6583f7522981205452bd46,elaine,TW,,Gaming Talk Shows
2015-01-01 19:40:34,4858cd1780bea1603e47fe81800372a0b438a3b6,bc2cd199661d6a82f838a9464c36aae1eeebc693,george,US,android,DayZ
2015-01-01 10:46:46,0630a4352e5eb01cf54624213d5ffd1e0e6fa4ad,60e0de7091f3b38ca479b0647675f864a33ee493,elaine,TW,,Gaming Talk Shows
2015-01-01 18:00:37,8ea222c37ee102846ad48a0b5a62b6f35f9b5c06,d0bf570b630cb26c3d7ad0852b4452110977d5f2,jerry,RU,iphone_t,Dota 2
2015-01-01 17:51:02,3ec1edc6fa4e5ab1ab3fb29c7a035ec623f4c91d,4b28a6db63dbdd74b1dd5eec377ca97f8ff47305,helen,IL,,Hearthstone: Heroes of Warcraft
2015-01-01 03:55:11,43ddb7989899de6da74c145662c4a4eaf1c30448,1c7864611868cfd01a9ea739249fd87e86091525,frank,US,,League of Legends
2015-01-01 22:33:40,0b0d2ee53c05624488279e347edb52979abaca67,09fdc9fed04b14c259128a4896b9f5b49a91c10a,frank,US,,League of Legends
2015-01-01 23:14:23,934d97e738e476170dd390d2bafa7419a3c9660b,c8da2233c9fce735180a56dabd4d5d61f39baec0,george,US,android,
2015-01-01 17:39:17,57e97c188f9488716677593bc80c2fa121680912,191606c8d56fbe4b520aba32d8bdcfe9c706f029,frank,US,,League of Legends
2015-01-01 03:57:17,f15be3df0b034bed4e8da2cb8414446133c35ca4,99ae9694ef4d9dfc3e988c35dc29f57f4fd6b972,frank,PT,android,League of Legends
2015-01-01 00:59:45,4b80e324ab3ffc2994d5ac635c19c45a15fdff17,862f06d36316dd3a8341f9d9cf475a934616ab42,frank,US,iphone_t,League of Legends
2015-01-01 15:11:03,5c6a3c4e306a3fbbc39f1efc854cf9026d21c5df,d5e732a8e0323e897d7bd8f78e2f5ad6dec6ac30,kramer,PL,,Agar.io
2015-01-01 18:43:19,0835cd2dd5ae0c50491bb42ac42114bda5f09bc5,38e9f4e1ca6ba0d67a2ff7f693a82c05e9909833,helen,NL,,Hearthstone: Heroes of Warcraft
2015-01-01 15:22:20,2d3a3e0f783c17a72c51ec029b6ec37a786d4da5,940efcc3045ce431e634db63c1e6d57873a32517,helen,CZ,,Hearthstone: Heroes of Warcraft
2015-01-01 13:05:09,f61a1b4ef6eff4a35ddd3e9f1813164938e0c926,65d3e7e162114abf406a653edbc22617d6133772,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 04:14:16,08eedb398b7a2c5ac88ad54e0a646fe4da78ba06,9db354e79ea316d5cd05747ae8ee55681d1c3a14,frank,AU,,League of Legends
2015-01-01 07:15:00,9a665d4d6f4c40baf24ec3c6701bb150633df1fe,3501ff8347ecf23d4db7d0795e69c663e1bc6a48,elaine,TW,,Gaming Talk Shows
2015-01-01 04:53:44,bedae074bc84a616838cbaf3a6c9323307edfe1b,45b1e3046ae8ffff54fbe80fbb485b9ab265276c,elaine,TW,,Gaming Talk Shows
2015-01-01 10:53:49,a94614026c54345f2fd816848fd663af43318244,fde91332907ff19bcc6989f348f71afe59e75cfb,elaine,TW,,Gaming Talk Shows
2015-01-01 09:15:37,f2d8ff50619db82dd4da4f4389749fad1b1ddabc,f4b92ff054c3f8897bd83f7481139e4e95ba417d,elaine,TW,,Gaming Talk Shows
2015-01-01 03:38:34,dc8e9a88c22d3c2875722e753dfdd5d5c3389ca8,a483ffa32536cb7d50957c8d3fc1d7aaab26aa33,frank,PH,,League of Legends
2015-01-01 11:58:15,54716dc68d62ae76126cc28912bbcd63856413ca,b1a7a2dea9a80d699798ca27e0b06d1336faeca1,kramer,GB,ipad_t,Counter-Strike: Global Offensive
2015-01-01 17:22:37,00e38448208ccf66de0aa52343ea4a09cd9f88f5,a2f8088c64e91ea0c51bb7d4a15f7f8e6f49dcce,jerry,RU,,Dota 2
2015-01-01 13:41:36,fe9de22b43c6688d3e19ce6e955136fcdf431d48,076c1c4d0e95980cfec8b41092bd2aca060acb9a,estelle,DE,,Dota 2
2015-01-01 17:35:35,2a98a9c57d42144f0a71c2f1d62b9c46a9867a45,fa4bf00e8bc652db4e87deb2462b0764bba6b60c,frank,US,,League of Legends
2015-01-01 22:04:16,4bdf35442c1e23c0bc72bfd16bfb882655c64a33,e8e725fcca8024b911df04b30792a20940570dbb,george,US,,DayZ
2015-01-01 17:53:54,04024c2f71c55945581c8b241fd5c00aa8a00304,dd112a356400176930cbf2ec8fa80d1e096ecf9b,newman,US,,The Binding of Isaac: Rebirth
2015-01-01 15:54:35,e52e806458e6904d888cd5f205494b2996cfee67,3bcb17628b8c7a644b1eff069d79d4a691984d42,frank,US,,League of Legends
2015-01-01 03:38:15,c3ba04366df3cf1f4095dbd8b538a87491765bae,fa9dcd38675cdf7286faeb8fb8609305ae748b73,frank,RO,,League of Legends
2015-01-01 20:53:23,8112fe281ec3d30c2970382e91f69b04f4c5a938,1c17632a382cc34c182df173447efe8cd8820f06,george,US,,DayZ
2015-01-01 15:22:21,b3a69ec04c3b6671a715388b9564b87252194fa7,898a0f834ece06204be52d9440ee9d2c7e5d97e0,helen,NO,,Hearthstone: Heroes of Warcraft
2015-01-01 11:00:21,3343f64919b7b939e6037576281875b5155226be,0938c5c8f392115583f5d61ab62e1d7b9a4d7bf8,estelle,TR,,Dota 2
2015-01-01 09:06:51,0c42ae785a8472868285e731dc69a5c3a5cd4ee3,d2fa647ba5e10c6d344b513996cfdb4d9873b3f8,elaine,TW,,Gaming Talk Shows
2015-01-01 13:26:53,03250a70d13f654e84f089626e0985db93fa2663,48eef4b6416b67956c9636949a949db489143cc3,estelle,IT,,Dota 2
2015-01-01 21:39:18,260f5a90174b0cf8a5e98122173f85ed269a9395,9c45cda368d789ea26e687e1bccf461fc94c5814,george,US,android,DayZ
2015-01-01 03:13:12,ba88fde3fc7e2df6dd3a63b4753562df0327fc3b,5ba0520e0cb41ddb41d64af4142f1006d0b9bbdb,frank,US,,League of Legends
2015-01-01 10:59:15,c7e8b9038f585f8ee8b309a6aaae5064b643550f,acb536a9a238e32e6b1b8e72023d4191598c18fd,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 00:25:43,120dc20d9a7af227542f4d14c677afb258cf9325,c5da0f9981eb3b2c711ad9443234311620c0f833,frank,US,android,League of Legends
2015-01-01 17:55:39,b635ff98d8614f0db618e27bdd06f12eaf0081a1,024d3bf254c758ab3c9625aa7cc081e9c0df2a74,frank,US,,League of Legends
2015-01-01 13:26:09,be14adb39f87ce6df334cb2b304a87a94a42adfe,47943454eb9dfbf5557937654caedab88003d8d5,kramer,GB,iphone_t,Counter-Strike: Global Offensive
2015-01-01 12:20:49,b97427bd17b4e9a7336d4d97bc3dcd1007f58aab,69696494cd7a270c3404d4e4e10cf6c437b90dc9,estelle,MY,,Dota 2
2015-01-01 19:33:23,f1f5a82f200f1b3ba9f9f65303b15744dedd13a1,cf9f08d7c544d5ef2c7c712644db7e418f62a62b,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 08:06:09,1d0cb7993a08335927958fd3f009d9a1a58154c9,8e2c74e87f811d271bd25c054838a84f563c3493,elaine,TW,,Gaming Talk Shows
2015-01-01 18:00:43,807ee9b213c3aedea19e189cb015673f1ee9219b,9b27919b22b29de37a899cf37de116ae9c152a39,newman,US,iphone_t,The Binding of Isaac: Rebirth
2015-01-01 10:31:34,8c60debc7d0ff6ccc7a24df2c25c0dfb5d57c9ad,d9cd5a3f53fd00d8ebb869b2ca3d1045ae562b9a,susan,UA,,World of Tanks
2015-01-01 20:47:21,8bcdf74c71ae7e016d8a8d044d5e606921653d3c,b81bdfe55ec90c0bf60afc883e750ad258a005db,frank,CA,,League of Legends
2015-01-01 19:52:20,f2c2ce8e15cab57a8e917a66356e2b9e1c0fbe3e,ca29debedb86ed08fad35236dc6272d829be6b82,newman,US,ipad_t,The Binding of Isaac: Rebirth
2015-01-01 13:14:42,bf85b89be8cdb86339e6c137c6587a653edbb350,fca165b0f6443a9f2bd85ef166c855ad191ace55,susan,UA,,World of Tanks
2015-01-01 12:03:24,8c6708f2a64ebb70fe15afb015da88efb6a9c297,464ca6d01ce2fa9c446eda11b1f9e52a37c13a50,kramer,US,ipad_t,Counter-Strike: Global Offensive
2015-01-01 03:41:16,57965b8556e76bad423181d8f70795067b5e0256,0870a9f155efae89367ccf53f2c49670464fb263,frank,CL,,League of Legends
2015-01-01 10:12:59,cdc2a43047f11535a96fd6940c91eede16574c55,eaa72262f8d6565e55a11b590dabb5e3971616b4,elaine,TW,android,Gaming Talk Shows
2015-01-01 19:35:01,a0560c5ceaa92d10e6bb363a2c35309ca066e04b,34318c80fcfafcf4d2a873c65f5750799f8448d0,helen,US,iphone_t,Hearthstone: Heroes of Warcraft
2015-01-01 19:32:08,3018399d56f6605a9fd1d33bab0942228a1a5550,6526f1c69268ee0807a5b9da0a3eca73e29aa9e2,frank,CA,,League of Legends
2015-01-01 11:59:06,edb69216709ee3fe7e1d7f256b09fc2ca04706d8,9a396326c06d1e49941b9fbd898e458eb8e3d87a,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 04:30:09,06dd12ded3eb3e0303f4ea5180560185ac51b13e,4691103d6a3a9f1f3be65f26039e94d80e909595,frank,IL,android,League of Legends
2015-01-01 20:48:57,682190e9097d61dae6e9574361c63110cfd3771b,b83b7d4b0250f0beb2e9e33d33611e83c6491645,frank,US,,League of Legends
2015-01-01 19:22:15,baad6b597a8f8d7d3d487564e477731c0c5e7641,24397da28274e9f856371dad2775c83b95c2db9c,george,US,,ARK: Survival Evolved
2015-01-01 04:15:33,3a48ea7bf89da38fae7d31fbe399e929fd2b2ec1,bdb27bc37326bd7f6bf334e844606bf08e4c430f,frank,IL,,League of Legends
2015-01-01 19:01:06,50a3ee74b1bb2aebc292ee209bcbcd6b7c040b55,348933a7ab2d02900b20f14303eb5839773b4e85,frank,US,,League of Legends
2015-01-01 16:02:21,e6b0933bc2a2f34efbc22964a4c2968718bb018a,4ede23e995b4460b1e93d514e57320721adca18e,susan,RU,,World of Tanks
2015-01-01 09:03:44,8abf4dab801fd8422230dc7d7375a92667a7b400,1f865f532f6ab768f30472699c98a00038b30724,elaine,HK,,Gaming Talk Shows
2015-01-01 14:35:46,4379aad8591f8079014ee68ac81493cb86a1fb86,557b7d9bb5c71ed38ca4d5aa3904085978a651be,kramer,US,iphone_t,Counter-Strike: Global Offensive
2015-01-01 06:27:57,dcffedc3f5a46a895d70d70d5c9c9abfdcb7c33d,8464a5359d8df9d6636355b391b8748d856bc61b,elaine,TW,,Gaming Talk Shows
2015-01-01 23:45:54,4c7b06a760ff74443d7c692e17b99a1fbe114332,10c3d2498af0ae8a8d01ff748934861542d884e7,frank,CA,,League of Legends
2015-01-01 01:03:50,120dc20d9a7af227542f4d14c677afb258cf9325,c5da0f9981eb3b2c711ad9443234311620c0f833,frank,US,android,League of Legends
2015-01-01 03:42:05,f0f6169da0903be14766a228c5ba9898e9ba66a0,467b507d093953526f5021b60d88d3fc739d4c59,frank,US,,League of Legends
2015-01-01 11:43:21,1cf2c60f71466982eb8fa3aba81412c5d11f3963,9c61e221e3f357819ef5846dd90feef4071da0b9,kramer,TR,,Counter-Strike: Global Offensive
2015-01-01 16:15:16,97e67906d8a367dfed0cc32d6f35a4ea4065e7b3,0010abc37059789b32776b31928e279245f5c245,frank,US,,League of Legends
2015-01-01 11:10:31,cbcf72d851eeb8bdc64a721591147db8dabbec17,4f070c4ba8249f88cc34113a85170775be29f167,estelle,ID,,Dota 2
2015-01-01 21:40:17,e78077f823a50567f2ebd052cefad147b1863b0e,bba95bebb8c2feb1031703b87c9979333835d5c2,george,US,iphone_t,DayZ
2015-01-01 21:36:28,d7dd2957ad6853968ba34de162bffd916e5b684b,7d0e1e5dc5b49cf59e53702481641a52f674c0f2,newman,US,android,The Binding of Isaac: Rebirth
2015-01-01 15:07:59,e639925fc62f83d419eafe5872cfcd69adf9e0f0,9f0653ecb0aaa3b4125c88e364ac448837122a3a,newman,FI,ipad_t,The Binding of Isaac: Rebirth
2015-01-01 23:49:50,f2c63a29252cf1a1b209e18a8fd46d705f6ae7a0,b64881f0107a76e51749cacdec076e94cc4718b0,frank,US,android,League of Legends
2015-01-01 12:40:38,9e1e352c9a1d4ee65ce14d90bf7fa6a043d75d63,8c5633855b17a5d39ec8868ce995c2393dd4fd1e,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 20:23:54,aa01be26e080decbffd48723479df6e0184fa749,480129869708df6883dc88fd08b649f243528a79,newman,US,,The Binding of Isaac: Rebirth
2015-01-01 08:51:57,6516d12e872b00958182ac29fdda91f581793713,e61d8db9d6b907435addb34fe3dd4db852bd465a,elaine,TW,,Gaming Talk Shows
2015-01-01 04:20:28,855ec086259de0af50ac686a0a296555bfa855cf,4cd2293a077de46c4634c8fb9bc7044c625bed1b,frank,DE,,League of Legends
2015-01-01 18:30:16,e0e65f3de895130943e332e47aa4a40ce562da75,b58b106416e3216f4ccf55606cb940becc5cd8cd,frank,US,,League of Legends
2015-01-01 16:38:19,de8ff2d63ded9106e5748c2568145d04ecfb62c1,2cc3431ef5a286528411bb883f99112c4aaa2b48,newman,DE,,SpeedRunners
2015-01-01 19:07:13,3c0a7a6adb99b43d5a3b8e996e6733dd7614a230,6555c5188504fa440b91028d323b6a9c617f8ae2,helen,,,Hearthstone: Heroes of Warcraft
2015-01-01 19:18:06,5b96f7262499fd55593df8f576abf4cdc7a65ae5,14e7b570199032c654f348fca60ba8b87dd630e7,frank,US,,League of Legends
2015-01-01 19:52:33,23e27418486ac7f945732246ec573a40dc593361,62d999d8e95566b65a684c5fa4c3aaaec042aed6,george,,amazon,DayZ
2015-01-01 01:06:02,1d528aba9193930238e6804dc5e2bf46dc87fc48,b6bbff05c09d39dca92436982846c95232ba24bc,elaine,TW,,Devil May Cry 4: Special Edition
2015-01-01 09:08:34,53744ae688d63148adf704043dfef81679e5b4e9,f325acc2a15845dcc4644290e6a56698bbad3376,elaine,TW,,Gaming Talk Shows
2015-01-01 12:35:27,2539d3d7c4a0ffaeb4ca2fb696c77953d3a8796c,267fce7cb79b10285935a79c76f89c66ef613aa3,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 20:59:12,7ffac7a76561e2c648b6717dd7f9d8274cc4c722,c8d42ef43b79bd9e551842c1c13e9492ccf65fd5,george,CA,,DayZ
2015-01-01 17:23:06,cd36a2c6e2531fb6ce5c9a59ec9cb12b0f8ff2de,293d6f0543a5f42bcdb9f9f40eb5fc0771b5302b,newman,US,,Rocket League
2015-01-01 13:45:03,3059437dce81812783d8ecb1673c0f837417d432,0350bea1dbceab24323588de5c58b213659dd9c0,estelle,MY,,Dota 2
2015-01-01 07:59:12,7bfad01bc521b04430ac7206d8f1c3143d4b2c73,4e3ef42392a4c93a1b1999dfd63a8b6a1cb5a6ed,elaine,TW,,Gaming Talk Shows
2015-01-01 13:47:10,dbbabb6a9acf27c4dd6b952dcfca90cd65872fd5,d2b954de94dc8097db937a18a397643bfc385405,kramer,GB,,Counter-Strike: Global Offensive
2015-01-01 13:35:35,5530a6c23ef00179b5a69a7c4f3d31828043196d,a297abfa411b383a0a1d6bca71a8557e21cca01f,estelle,SE,,Dota 2
2015-01-01 17:35:12,ca298ca0813bc32d0551f7ba273f0d3ecd0222fa,aa8a429997cfca6095ab0d32b2943cfc7e58fe66,frank,DE,iphone_t,League of Legends
2015-01-01 22:17:58,67dfdba824ee01480c32ce6a78b94ae4be390798,4ac64fff9fd88586168ff664d61cab1b620a4d30,susan,RU,,World of Tanks
2015-01-01 11:16:06,24d434ec0b897d22f966e774ac5ac86824ad5cac,7fb099e6d675c741cde86d946396e44e56ef0173,estelle,US,,Dota 2
2015-01-01 13:09:19,875b5bcc9e34fbefcb68444524b3b8fc12c1875f,02e2a91afa2a47acb0db4a268e28db58c6e89681,kramer,RO,iphone_t,Counter-Strike: Global Offensive
2015-01-01 13:34:14,2c9413e78f875893932016360e92923a03a70f8e,300e21911d02094effbb4224de1a1d04afa0798c,estelle,CA,,Dota 2
2015-01-01 02:12:56,0993edab3be5ff64d0a821f5854f4df7c5d0776a,96a9fe356b224323133c13e0db989f94a5a68a9c,elaine,TW,,Gaming Talk Shows
2015-01-01 10:56:09,762a77f2cbbf92a340a64e858f9df6aa0c5c7196,6900770963c3715ff1110e6c1a9f9afabc51f7f9,susan,RU,,World of Tanks
2015-01-01 12:15:52,6c1738d207e40be4e80b26929b8c67bc2b8af4e9,90b14890d565864f17cad97e6f5e314c4579aec3,estelle,US,,Dota 2
2015-01-01 10:44:23,61c7c4b179fb63e53a4f24078f70b80aff5fb944,92ed9e8f27671fc273f3554d1629778256296f9c,elaine,TW,,Gaming Talk Shows
2015-01-01 00:03:06,bdc706c1d479bb82a53e106f684ad0a1d9d96966,32a9030fbdd7ad08daf9bc0d495f5083c1eac9ea,frank,CA,android,League of Legends
2015-01-01 20:54:19,02bbf8c98966e0ddab6ef6ca2b9d409d7cd65541,dc2acdb98f480b7f537d62613a00497f26a7e527,frank,US,,League of Legends
2015-01-01 11:26:35,d94e19dd7be4dca7c08144b9314b57b0eb19461a,344e41a5903189cc526b4090e0412c863b96b7d0,estelle,PE,android,Dota 2
2015-01-01 12:34:17,4190e45b616a0c9758b2c7c065e3c9c36497f122,06d619524b30322bb1f0c0b16a998359d3262b5c,estelle,DE,,Dota 2
2015-01-01 13:07:56,7147a97eb26c918e28b5f67eee862b721a70d5db,a3ceaf0ac20b97b3275596d67878d17f182860e7,morty,US,,Heroes of the Storm
2015-01-01 13:09:33,1d528aba9193930238e6804dc5e2bf46dc87fc48,b6bbff05c09d39dca92436982846c95232ba24bc,elaine,TW,,Gaming Talk Shows
2015-01-01 12:25:08,6d4846f48fb53690551c92d3fa8d38de64069cd5,c749d88b6264759e06f9af78c542e37350038c97,estelle,IR,,Dota 2
2015-01-01 04:13:18,08eedb398b7a2c5ac88ad54e0a646fe4da78ba06,9db354e79ea316d5cd05747ae8ee55681d1c3a14,frank,AU,,League of Legends
2015-01-01 07:26:15,49061beba3c9e5b729b2c640b14f2ac62ef1f72f,4795b128cb2332a06a2d21b457f7b88d13cbb14f,elaine,TW,,Gaming Talk Shows
2015-01-01 13:42:13,262c80c80f433c57555f27c10f3cf363960d54cd,585628061360ea3417ad43546ab08708f6f978eb,kramer,,iphone_t,Counter-Strike: Global Offensive
2015-01-01 03:12:43,31214849547e157cdbe27ec983b18eb34198ce34,f73d145e22b8a07372c75705a58066da380e04e5,frank,US,iphone_t,League of Legends
2015-01-01 11:08:24,56f31d6547d29789f021731bd4e61bf5dad1ccbd,f787072fd1a7bd2f6c175dd97af81aaba0345396,estelle,NO,,Dota 2
2015-01-01 15:55:15,d764977e731393dea80ba470f53e839a3b02554f,4c64a4b4ba179b081220258bcf359b7d1aa1f10e,frank,US,,League of Legends
2015-01-01 06:44:37,dcffedc3f5a46a895d70d70d5c9c9abfdcb7c33d,8464a5359d8df9d6636355b391b8748d856bc61b,elaine,TW,,Gaming Talk Shows
2015-01-01 04:14:23,df0581688b51899eb3df5c9803d7ff25329976b9,92c0f4b33546a78ded8751f7a564576792fcab15,frank,DK,iphone_t,League of Legends
2015-01-01 08:01:08,e579a216452fdda99ef18177a36c117e0d0722a9,f8540dcdf55d747eac35e5e09903daa858f87991,elaine,TW,,Devil May Cry 4: Special Edition
2015-01-01 13:28:19,d8c60ae95589773d571f49e7020f09b6035146ff,aefcf4237d12a299847c50c75608011c72afdddc,estelle,DE,,Dota 2
2015-01-01 01:30:10,d55c28060ff49215ce9ab4d0c66b1c8e5e2b68d1,c42bce9efe499a3b893b9d583fd3c002706664ff,frank,RO,iphone_t,League of Legends
2015-01-01 21:58:51,84439591f330636a8f687d2661ea25f0cedcb5c9,1df0db17c19217b00904947b2d1d61450e3a7fa7,frank,US,,League of Legends
2015-01-01 18:16:41,dcbfc4ece875c471a05c9f33aaf820a5831be709,b83d8a3cb30350aa64c4bb4c216a9c34518eb05a,newman,US,,The Binding of Isaac: Rebirth
2015-01-01 22:20:11,84467027ab57154cd81c9c70771b9291e4274476,8215ee5917df3cd99e1ca49e8a1205334a05961d,frank,US,,League of Legends
2015-01-01 13:21:07,e8c2bf510b333f2615c2d3bc15d68f2bbec184a0,660e9a2b3e2b8bbbe953650776d2dfd6eafc75bb,estelle,PH,,Dota 2
2015-01-01 15:22:36,305cd6b92857201afe76dfb0a707963168d1db23,8a4990754c50f91725aca966ebccff91ce6fb271,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 18:50:23,c8ea56f5341c1b92bb6686819e537e4903ae0bcf,2616be30b2fe7c0e69e140f35628b6d37f649d50,frank,US,,League of Legends
2015-01-01 11:59:14,49a3fa6c3b1968d8a352100b3484dca3354663f6,81c788d2d682cad2b03011f4811a80e1defa3bbe,estelle,IN,,Dota 2
2015-01-01 14:34:40,ff2d9f36dc5f750de1290130d270941a10502a12,52faccb278149aa282797e121443588651fd1696,kramer,US,iphone_t,Counter-Strike: Global Offensive
2015-01-01 20:50:51,a03c4cfd68837e230bfe0f830da5ccd1c77b4f80,7115d47990ac6a8d7a48d3b320c6f130a31d7107,frank,,android,League of Legends
2015-01-01 13:33:26,bd09513abced33a15bb77c460870130b2c203258,57328e47732d5e0d387194a5b72623216d694faa,susan,RU,,World of Tanks
2015-01-01 11:52:59,359ba59668db053bd03d24b4e8114efdffcb70b0,5594afe57942ac50396ebdc5be189dfb7f68eaa1,elaine,HK,,Gaming Talk Shows
2015-01-01 00:57:12,f2b9065b55fd80d6aa653ce989b489f4ec5198be,0d77740e4fb5ce77d94f9f6c8ef1f762990d0344,elaine,HK,,Devil May Cry 4: Special Edition
2015-01-01 19:08:12,4a9bccff5a6f21f3de3f3d9a75caef43081adccd,042cd11353147073e394c0069c512df213e2a871,newman,US,,The Binding of Isaac: Rebirth
2015-01-01 19:43:45,b06b3df13541501027d7ee1a4f8c043746ee029b,0af9372f6fb1c947bf03e07bd887d72022ab8a7d,newman,US,iphone_t,The Binding of Isaac: Rebirth
2015-01-01 15:13:51,339aae9236f5ef0db83d696d11f7190f2247425c,a55340286f4c693104ab0c07bb54cc0fdf04cefa,newman,US,,The Binding of Isaac: Rebirth
2015-01-01 22:00:55,b4725e0d8cdcae8e0ba7d151a70617537ef75dca,d6b7d90a455422d0201a138f1176185b3bc6a6a4,george,US,ipad_t,DayZ
2015-01-01 07:45:37,d95f12c6ec48519726ece26f2cfb5acc52051d65,5f2f6e4d5b1fa2886850a4727238020f5859cdf8,elaine,TW,,Gaming Talk Shows
2015-01-01 19:58:19,dbd9fc7ad84d86121ff7d87e61a8b2dfc5865cee,e1bbd30d315094bcbdc297acf3ec321573c84e64,george,US,,DayZ
2015-01-01 20:30:04,a673665222627566401f303728ecaa03bf13af20,916e82eb7b4d7f68e83c761f41c393debe3c09a4,newman,US,android,The Binding of Isaac: Rebirth
2015-01-01 19:45:53,e550f2ffddb361aa32f8e5bfb20436e349131731,ecd2ef87e5c8123322485d16cb7884a7b4318076,helen,,,Hearthstone: Heroes of Warcraft
